,Model,Scenario,Region,Year,CAPCOST,OMCOST,FUELCOST,CAPCOST_MWh,OMCOST_MWh,FUELCOST_MWh,CAPCOST_p,OMCOST_p,FUELCOST_p,Variable
102,CD_Links_SSP2_v2,NPi2020_1000_v3,Asia (No Japan),2090,4081985.75400447,127966.49735961699,69083.08396887389,4081985.75400447,127966.49735961699,69083.08396887389,95.3949999033,2.9905454694999998,1.6144546272,Aggregate
103,CD_Links_SSP2_v2,NPi2020_1000_v3,Asia (No Japan),2100,3619805.52456587,113878.540411348,83926.33090362401,3619805.52456587,113878.540411348,83926.33090362401,94.8186207915,2.9829796287,2.1983995799000002,Aggregate
104,CD_Links_SSP2_v2,NPi2020_1000_v3,Asia (No Japan),2110,2378959.16293691,73178.4992590434,0.0,2378959.16293691,73178.4992590434,0.0,97.0157263033,2.9842736967000003,0.0,Aggregate
105,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggregate
106,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2030,124846.177994383,6878.7585065697995,127182.736070033,124846.177994383,6878.7585065697995,127182.736070033,48.2203469502,2.6568384159000002,49.122814633900006,Aggregate
107,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2040,449521.755966474,23223.6709476395,54023.535807821,449521.755966474,23223.6709476395,54023.535807821,85.3356571434,4.4087014595,10.2556413971,Aggregate
108,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2050,417244.470622555,15586.137794241798,91580.81515215119,417244.470622555,15586.137794241798,91580.81515215119,79.56433667729999,2.9721201892,17.4635431335,Aggregate
109,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2060,489907.472237946,20302.7451320346,537007.934135846,489907.472237946,20302.7451320346,537007.934135846,46.7817972343,1.9387312092,51.2794715565,Aggregate
110,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2070,628167.4734928029,20600.730978374,111152.22686855099,628167.4734928029,20600.730978374,111152.22686855099,82.6622693096,2.7109063170999996,14.6268243733,Aggregate
111,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2080,839434.1177261929,26508.077454730297,270.0366553589,839434.1177261929,26508.077454730297,270.0366553589,96.90859663190001,3.0602289463,0.0311744219,Aggregate
112,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2090,1180791.48097047,39679.1786325968,687153.070073877,1180791.48097047,39679.1786325968,687153.070073877,61.898552770200006,2.0800317177000003,36.0214155121,Aggregate
113,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2100,1574571.16317679,55594.0200180823,305.2439640757,1574571.16317679,55594.0200180823,305.2439640757,96.571586761,3.4096920185000004,0.0187212205,Aggregate
114,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2110,851564.7720585479,30497.6174422435,0.0,851564.7720585479,30497.6174422435,0.0,96.5424648182,3.4575351818,0.0,Aggregate
115,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggregate
116,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2030,175109.523306204,9639.5345859036,328572.091258918,175109.523306204,9639.5345859036,328572.091258918,34.1130544876,1.877875985,64.0090695274,Aggregate
117,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2040,363639.678339204,18414.8603300414,479866.73514813796,363639.678339204,18414.8603300414,479866.73514813796,42.1894306807,2.1364898268,55.6740794925,Aggregate
118,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2050,725061.423350398,35506.5222828997,653484.5211626829,725061.423350398,35506.5222828997,653484.5211626829,51.2754257976,2.510976298,46.2135979044,Aggregate
119,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2060,891314.935558532,38836.196955064705,1492439.69650202,891314.935558532,38836.196955064705,1492439.69650202,36.7918067254,1.6030852791999999,61.6051079954,Aggregate
120,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2070,1456101.7154048001,58348.8928671804,2604107.81670261,1456101.7154048001,58348.8928671804,2604107.81670261,35.3546451247,1.4167309735,63.228623901800006,Aggregate
121,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2080,2633972.06496247,98132.2400547424,0.0,2633972.06496247,98132.2400547424,0.0,96.4081810539,3.5918189461,0.0,Aggregate
122,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2090,3792060.2088242006,137559.535618875,1319076.29319655,3792060.2088242006,137559.535618875,1319076.29319655,72.2476626886,2.6208325769,25.131504734499998,Aggregate
123,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2100,4278089.29780122,146898.144000839,0.0,4278089.29780122,146898.144000839,0.0,96.6802585107,3.3197414893,0.0,Aggregate
124,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2110,3922609.65191923,141100.206002043,0.0,3922609.65191923,141100.206002043,0.0,96.52779822049999,3.4722017794999998,0.0,Aggregate
125,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggregate
126,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2030,425457.246966379,21930.7510527461,660204.645821311,425457.246966379,21930.7510527461,660204.645821311,38.41279096,1.9800376225999998,59.6071714175,Aggregate
127,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2040,787424.8789427071,34518.3174000493,661255.3162884021,787424.8789427071,34518.3174000493,661255.3162884021,53.0896486368,2.3272891057,44.5830622575,Aggregate
128,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2050,1405321.51721674,62119.574018081905,1345610.99268827,1405321.51721674,62119.574018081905,1345610.99268827,49.9571808588,2.2082624909,47.834556650399996,Aggregate
129,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2060,1095143.73143691,39713.816937139105,1264903.86091563,1095143.73143691,39713.816937139105,1264903.86091563,45.635525565100004,1.6549068913,52.709567543599995,Aggregate
130,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2070,1502966.76276589,53567.0681790431,1434593.51334184,1502966.76276589,53567.0681790431,1434593.51334184,50.247501686499994,1.7908655169999999,47.9616327965,Aggregate
131,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2080,2550346.48061976,89144.44631703741,43954.7273817339,2550346.48061976,89144.44631703741,43954.7273817339,95.0399899665,3.3220142235,1.63799581,Aggregate
132,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2090,3044020.87076589,95641.098384884,217372.460630271,3044020.87076589,95641.098384884,217372.460630271,90.67589071360001,2.8489757964999995,6.4751334899,Aggregate
133,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2100,2987821.98201723,90443.3667749258,474359.938402614,2987821.98201723,90443.3667749258,474359.938402614,84.1018047354,2.5458177957,13.3523774689,Aggregate
134,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2110,1867110.23124103,63922.209155102406,289135.50006398803,1867110.23124103,63922.209155102406,289135.50006398803,84.09770257529999,2.8791609855,13.023136439100002,Aggregate
135,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggregate
136,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2030,107490.80757664,6662.150585798101,213632.04548566602,107490.80757664,6662.150585798101,213632.04548566602,32.7930827769,2.0324757117,65.1744415114,Aggregate
137,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2040,158670.397384768,8230.7259539105,152481.310224977,158670.397384768,8230.7259539105,152481.310224977,49.6803770997,2.5770753457,47.7425475545,Aggregate
138,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2050,207548.457442388,10246.2443098763,163212.525917553,207548.457442388,10246.2443098763,163212.525917553,54.4736273671,2.6892519527,42.8371206803,Aggregate
139,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2060,328344.746749462,14822.396712811298,298098.922339757,328344.746749462,14822.396712811298,298098.922339757,51.2025763189,2.3114269572999997,46.4859967238,Aggregate
140,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2070,719809.5057952191,33800.8692779814,0.0,719809.5057952191,33800.8692779814,0.0,95.5148083949,4.4851916051,0.0,Aggregate
141,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2080,691617.35178525,27208.4178876797,8458.9033482863,691617.35178525,27208.4178876797,8458.9033482863,95.0958238831,3.7410960105,1.1630801063,Aggregate
142,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2090,815153.16173062,26965.2184381675,37878.4756336944,815153.16173062,26965.2184381675,37878.4756336944,92.6313720732,3.0642403164,4.3043876105,Aggregate
143,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2100,771405.086118475,25439.348370163,0.0,771405.086118475,25439.348370163,0.0,96.8074887307,3.1925112693,0.0,Aggregate
144,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2110,330216.832009845,9955.5356453546,0.0,330216.832009845,9955.5356453546,0.0,97.0733849683,2.9266150317000004,0.0,Aggregate
164,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aggregate
165,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2030,1962780.56493163,101010.06177631,2020131.59693832,1962780.56493163,101010.06177631,2020131.59693832,48.061164181,2.4733590956000002,49.4654767234,Aggregate
166,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2040,3113565.00752691,130036.219391285,2289560.04821687,3113565.00752691,130036.219391285,2289560.04821687,56.2709968625,2.3501252344999997,41.378877903,Aggregate
167,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2050,4364605.35282905,174796.721087486,2721834.96500495,4364605.35282905,174796.721087486,2721834.96500495,60.108289117,2.4072581593,37.4844527236,Aggregate
168,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2060,4708894.47378901,174101.809489004,3947443.99202847,4708894.47378901,174101.809489004,3947443.99202847,53.3257043475,1.9716096147,44.7026860378,Aggregate
169,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2070,6027282.082196799,216021.03136696,4438672.93957466,6027282.082196799,216021.03136696,4438672.93957466,56.424785566000004,2.0222946606,41.5529197734,Aggregate
170,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2080,10096511.885266801,341972.746079311,113901.960649041,10096511.885266801,341972.746079311,113901.960649041,95.6798900158,3.2407147245999997,1.0793952596,Aggregate
171,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2090,12914011.476295698,427811.528434141,2330563.38350326,12914011.476295698,427811.528434141,2330563.38350326,82.3997772668,2.7297152956999997,14.8705074375,Aggregate
172,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2100,13231693.053679598,432253.419575358,558591.513270314,13231693.053679598,432253.419575358,558591.513270314,93.03327624239999,3.0392143792,3.9275093784,Aggregate
173,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2110,9350460.65016557,318654.067503787,289135.50006398803,9350460.65016557,318654.067503787,289135.50006398803,93.89662285760001,3.1999001887,2.9034769537000003,Aggregate
