Model,Scenario,Region,Unit,Year,Value,Enduse,EnergySource
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2070,0.9975,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2070,20.4606,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,13.1168,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,4.3562,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.0276,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,3.7102,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,5.835,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.912,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,15.8565,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,1.5154,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.7412,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.0392,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,1.0839,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.1661,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,2.026,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,0.3967,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2070,9.8733,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,2.6096,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.5743,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,2.1989,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.5743,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,1.089,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.0718,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,4.4569,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.4441,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,1.2415,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.1733,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.1828,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.0275,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.8119,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,0.0935,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2070,1.4666,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,26.9993,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,6.3863,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,5.3049,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,6.0869,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,10.6515,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,3.2293,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,51.5059,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,6.3172,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,8.2468,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,0.0575,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,2.0718,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,0.7847,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,9.0861,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,14.2648,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,1.8755,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2070,29.6461,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,171.9407,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,43.5153,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,17.5262,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,23.9453,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,45.3082,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,11.4706,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,224.3695,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,17.8711,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,18.9937,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,0.8626,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,7.2198,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,1.8209,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,33.1519,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,9.7352,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2080,91.2031,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,84.4396,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,20.9967,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,6.5168,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,7.3044,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,19.9818,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,5.6014,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,93.1036,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,6.1404,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,6.8478,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,0.0261,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,2.4327,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,0.4566,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,12.6204,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,3.5149,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2080,32.7522,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,38.1459,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,11.1605,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,1.7883,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,6.1902,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,10.1039,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,2.0702,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,52.5806,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,3.5617,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,0.4703,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,0.027000000000000003,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,2.2768,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,0.6315,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,6.7006,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,2.3773,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,2.0887,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2080,21.7307,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,15.6748,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,4.6766,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.0511,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,3.7694,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,5.8781,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.7024,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,19.1346,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,1.6189,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,1.1876,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.5748,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.8951,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.0695,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,2.4759,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,0.8293,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2080,9.2553,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,2.9515,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.5809,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,2.1131,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.5809,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.8804,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.0709,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,4.9241,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.4472,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,1.1673,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.1835,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.1261,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.0214,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.9079999999999999,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,0.17600000000000002,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2080,1.2595,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,30.729,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,6.1005,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,7.057,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,6.1005,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,8.4639,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,3.0258,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,54.6268,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,6.1029,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,9.3207,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,0.0513,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,1.4891,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,0.6419,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,10.4471,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,17.2391,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,3.1263,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5OECD90+EU,EJ/yr,2080,26.2055,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,190.8433,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,44.1689,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,19.0336,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,30.3453,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,43.4576,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,10.3625,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,252.9819,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,16.4593,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,20.886999999999997,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,2.2448,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,6.4625,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,1.5292,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,31.335,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,8.9687,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,World,EJ/yr,2090,92.1694,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,88.3784,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,20.6184,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,5.9146,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,10.8454,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,19.4624,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,4.8853,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,100.163,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,5.5737,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,7.313,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,0.0665,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,2.2415,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,0.4087,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,11.6698,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,3.1353,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5ASIA,EJ/yr,2090,32.7229,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,47.4677,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,12.2103,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,2.845,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,8.8964,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,9.8158,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,1.818,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,67.0011,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,3.7995,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,0.4994,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,0.1247,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,1.9034,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,0.3297,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,7.2027,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,3.5202,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,2.2321,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5MAF,EJ/yr,2090,23.7822,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,18.4132,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,4.3001,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.0818,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,3.5635,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,5.6333,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.6753,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,22.1021,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,1.6476,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,1.8048,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,1.2769,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.7812,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.0747,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,2.2796,Transportation,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.0,Transportation,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,0.763,Transportation,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5LAM,EJ/yr,2090,8.9866,Transportation,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,3.0766,Industry,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,0.5665,Industry,Gases
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,2.1109999999999998,Industry,Heat
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,0.5665,Industry,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,0.9052,Industry,Liquids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,0.0729,Industry,Solids
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,5.4065,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi2020_1000_V3,R5REF,EJ/yr,2090,0.3057,Residential and Commercial,Gases
